Document,Date,Author,Unique Agent Target,Back-likelihood-binarized-by-rule,Back-likelihood,Back-strength,Build-likelihood-binarized-by-rule,Build-likelihood,Build-strength,Bridge-likelihood-binarized-by-rule,Bridge-likelihood,Bridge-strength,Boost-likelihood-binarized-by-rule,Boost-likelihood,Boost-strength,Excite-likelihood-binarized-by-rule,Excite-likelihood,Excite-strength,Engage-likelihood-binarized-by-rule,Engage-likelihood,Engage-strength,Explain-likelihood-binarized-by-rule,Explain-likelihood,Explain-strength,Enhance-likelihood-binarized-by-rule,Enhance-likelihood,Enhance-strength,Neutralize-likelihood-binarized-by-rule,Neutralize-likelihood,Neutralize-strength,Negate-likelihood-binarized-by-rule,Negate-likelihood,Negate-strength,Narrow-likelihood-binarized-by-rule,Narrow-likelihood,Narrow-strength,Neglect-likelihood-binarized-by-rule,Neglect-likelihood,Neglect-strength,Dismay-likelihood-binarized-by-rule,Dismay-likelihood,Dismay-strength,Dismiss-likelihood-binarized-by-rule,Dismiss-likelihood,Dismiss-strength,Distort-likelihood-binarized-by-rule,Distort-likelihood,Distort-strength,Distract-likelihood-binarized-by-rule,Distract-likelihood,Distract-strength,
RT @INDOPACOM: #USSCharleston conducts a bilateral exercise with  #Navy frigate #FSVendémiaire while on a rotational deployment in the @US7thFleet area of operations. – #FreeAndOpenIndoPacific #PhilippineSea #JointForce #FriendsPartnersAllies  : Mineman 1st Class Philip Dalton https://t.co/jcGlzBdZ2y,2022-04-12 10:00:51-04,Mzahem_Alsaloum,INDOPACOM,1,1,0.667,0,0.333,0.083,1,0.200,0.050,1,0.333,0.083,0,0.118,0.074,1,1,0.625,1,0.545,0.477,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0,
"RT @USARPAC: @USArmy and @tni_ad soldiers worked together to complete a knowledge and endurance competition, March 20, 2022 #FriendsPartnersAllies @INDOPACOM https://t.co/1x76Yfhida",2022-04-12 09:43:24-04,Turgut_Guliyev,USARPAC,1,1,0.725,1,0.667,0.458,1,0.667,0.350,1,0.481,0.417,1,0.294,0.162,1,1,0.681,1,0.545,0.409,1,1,0.733,0,0,0,1,0.154,0.038,1,0.200,0,0,0,0,1,0.158,0.079,0,0.062,0.016,0,0,0,1,0.333,0.125,
RT @INDOPACOM: #USSCharleston conducts a bilateral exercise with  #Navy frigate #FSVendémiaire while on a rotational deployment in the @US7thFleet area of operations. – #FreeAndOpenIndoPacific #PhilippineSea #JointForce #FriendsPartnersAllies  : Mineman 1st Class Philip Dalton https://t.co/jcGlzBdZ2y,2022-04-12 09:43:02-04,Turgut_Guliyev,INDOPACOM,1,1,0.667,0,0.333,0.083,1,0.200,0.050,1,0.333,0.083,0,0.118,0.074,1,1,0.625,1,0.545,0.477,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0,
RT @INDOPACOM: #USSCharleston conducts a bilateral exercise with  #Navy frigate #FSVendémiaire while on a rotational deployment in the @US7thFleet area of operations. – #FreeAndOpenIndoPacific #PhilippineSea #JointForce #FriendsPartnersAllies  : Mineman 1st Class Philip Dalton https://t.co/jcGlzBdZ2y,2022-04-12 09:35:11-04,aevum2020,INDOPACOM,1,1,0.667,0,0.333,0.083,1,0.200,0.050,1,0.333,0.083,0,0.118,0.074,1,1,0.625,1,0.545,0.477,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0,
RT @USEmbassyPH: The U.S. turned over a newly constructed assault boat maintenance bay facility valued at approximately Php17.5 million to support the Philippine Marine Corps' modernization plan.  Read: https://t.co/wEyYDEwntH  @AlphaCoyMarines #FriendsPartnersAllies #SideBySideAt75 https://t.co/OJWTF6ulCF,2022-04-12 09:29:32-04,sofiacclvi,USEmbassyPH,1,1,0.711,0,0.167,0.167,0,0,0,0,0.148,0.167,0,0.255,0.196,1,1,0.713,0,0.455,0.341,1,1,0.720,0,0,0,1,0.077,0.038,1,0.200,0.010,1,0.333,0.333,1,0.211,0.132,1,0.188,0.062,1,0.167,0.042,1,0.278,0.171,
"RT @USAmbPH: Pleased to welcome the commander of U.S. Pacific Air Forces, Gen. Ken Wilsbach, to the Philippines to meet with @TeamAFP leaders and explore ways to further strengthen our security alliance. #FriendsPartnersAllies #SideBySideAt75 @PACAF https://t.co/oDSrwtlgli",2022-04-12 08:37:03-04,dauerhc,USAmbPH,1,1,0.769,1,0.611,0.417,1,0.400,0.100,1,0.481,0.333,1,0.451,0.211,1,1,0.699,1,0.485,0.417,1,1,0.786,0,0,0,1,0.077,0.019,1,0.200,0.007,0,0,0,1,0.158,0.079,1,0.125,0.031,0,0,0,1,0.250,0.107,
"RT @US_Stratcom: Starting the week off strong with some #Airpower  #BTF missions demonstrate we are #AlwaysReady to detect &amp; deter threats against the U.S. &amp; our #FriendsPartnersAllies. The strategic bomber force is the most flexible, visible attribute of America's nuclear triad.  #Deterrence https://t.co/MqZ8nFndOT https://t.co/2riWhhN0fP",2022-04-12 08:10:41-04,darealnjennings,US_STRATCOM,1,1,0.719,1,0.500,0.417,1,0.400,0.150,1,0.444,0.250,1,0.353,0.206,1,1,0.694,1,0.636,0.364,1,1,0.733,0,0,0,1,0.077,0.077,1,0.467,0.150,0,0,0,1,0.193,0.193,1,0.250,0.141,1,0.167,0.042,1,0.250,0.167,
RT @INDOPACOM: #USSCharleston conducts a bilateral exercise with  #Navy frigate #FSVendémiaire while on a rotational deployment in the @US7thFleet area of operations. – #FreeAndOpenIndoPacific #PhilippineSea #JointForce #FriendsPartnersAllies  : Mineman 1st Class Philip Dalton https://t.co/jcGlzBdZ2y,2022-04-12 06:25:50-04,Fernand39170590,INDOPACOM,1,1,0.667,0,0.333,0.083,1,0.200,0.050,1,0.333,0.083,0,0.118,0.074,1,1,0.625,1,0.545,0.477,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0,
"RT @USARPAC: @USArmy and @tni_ad soldiers worked together to complete a knowledge and endurance competition, March 20, 2022 #FriendsPartnersAllies @INDOPACOM https://t.co/1x76Yfhida",2022-04-12 06:10:14-04,Starboymendes1,USARPAC,1,1,0.725,1,0.667,0.458,1,0.667,0.350,1,0.481,0.417,1,0.294,0.162,1,1,0.681,1,0.545,0.409,1,1,0.733,0,0,0,1,0.154,0.038,1,0.200,0,0,0,0,1,0.158,0.079,0,0.062,0.016,0,0,0,1,0.333,0.125,
RT @INDOPACOM: #USSCharleston conducts a bilateral exercise with  #Navy frigate #FSVendémiaire while on a rotational deployment in the @US7thFleet area of operations. – #FreeAndOpenIndoPacific #PhilippineSea #JointForce #FriendsPartnersAllies  : Mineman 1st Class Philip Dalton https://t.co/jcGlzBdZ2y,2022-04-12 06:08:12-04,Juan160628862,INDOPACOM,1,1,0.667,0,0.333,0.083,1,0.200,0.050,1,0.333,0.083,0,0.118,0.074,1,1,0.625,1,0.545,0.477,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0,
"RT @US_Stratcom: Starting the week off strong with some #Airpower  #BTF missions demonstrate we are #AlwaysReady to detect &amp; deter threats against the U.S. &amp; our #FriendsPartnersAllies. The strategic bomber force is the most flexible, visible attribute of America's nuclear triad.  #Deterrence https://t.co/MqZ8nFndOT https://t.co/2riWhhN0fP",2022-04-12 05:54:11-04,NickJon46108833,US_STRATCOM,1,1,0.719,1,0.500,0.417,1,0.400,0.150,1,0.444,0.250,1,0.353,0.206,1,1,0.694,1,0.636,0.364,1,1,0.733,0,0,0,1,0.077,0.077,1,0.467,0.150,0,0,0,1,0.193,0.193,1,0.250,0.141,1,0.167,0.042,1,0.250,0.167,
RT @INDOPACOM: #USSCharleston conducts a bilateral exercise with  #Navy frigate #FSVendémiaire while on a rotational deployment in the @US7thFleet area of operations. – #FreeAndOpenIndoPacific #PhilippineSea #JointForce #FriendsPartnersAllies  : Mineman 1st Class Philip Dalton https://t.co/jcGlzBdZ2y,2022-04-12 04:11:08-04,TigerGroupDubai,INDOPACOM,1,1,0.667,0,0.333,0.083,1,0.200,0.050,1,0.333,0.083,0,0.118,0.074,1,1,0.625,1,0.545,0.477,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0,
RT @INDOPACOM: #USSCharleston conducts a bilateral exercise with  #Navy frigate #FSVendémiaire while on a rotational deployment in the @US7thFleet area of operations. – #FreeAndOpenIndoPacific #PhilippineSea #JointForce #FriendsPartnersAllies  : Mineman 1st Class Philip Dalton https://t.co/jcGlzBdZ2y,2022-04-12 03:52:08-04,SanjuSa46005906,INDOPACOM,1,1,0.667,0,0.333,0.083,1,0.200,0.050,1,0.333,0.083,0,0.118,0.074,1,1,0.625,1,0.545,0.477,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0,
RT @INDOPACOM: #USSCharleston conducts a bilateral exercise with  #Navy frigate #FSVendémiaire while on a rotational deployment in the @US7thFleet area of operations. – #FreeAndOpenIndoPacific #PhilippineSea #JointForce #FriendsPartnersAllies  : Mineman 1st Class Philip Dalton https://t.co/jcGlzBdZ2y,2022-04-12 03:37:10-04,Meow20080634,INDOPACOM,1,1,0.667,0,0.333,0.083,1,0.200,0.050,1,0.333,0.083,0,0.118,0.074,1,1,0.625,1,0.545,0.477,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0,
"RT @USARPAC: @USArmy and @tni_ad soldiers worked together to complete a knowledge and endurance competition, March 20, 2022 #FriendsPartnersAllies @INDOPACOM https://t.co/1x76Yfhida",2022-04-12 03:18:52-04,MasPujangga99,USARPAC,1,1,0.725,1,0.667,0.458,1,0.667,0.350,1,0.481,0.417,1,0.294,0.162,1,1,0.681,1,0.545,0.409,1,1,0.733,0,0,0,1,0.154,0.038,1,0.200,0,0,0,0,1,0.158,0.079,0,0.062,0.016,0,0,0,1,0.333,0.125,
RT @INDOPACOM: #USSCharleston conducts a bilateral exercise with  #Navy frigate #FSVendémiaire while on a rotational deployment in the @US7thFleet area of operations. – #FreeAndOpenIndoPacific #PhilippineSea #JointForce #FriendsPartnersAllies  : Mineman 1st Class Philip Dalton https://t.co/jcGlzBdZ2y,2022-04-12 03:14:33-04,BelovedofGod,INDOPACOM,1,1,0.667,0,0.333,0.083,1,0.200,0.050,1,0.333,0.083,0,0.118,0.074,1,1,0.625,1,0.545,0.477,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0,
RT @INDOPACOM: #USSCharleston conducts a bilateral exercise with  #Navy frigate #FSVendémiaire while on a rotational deployment in the @US7thFleet area of operations. – #FreeAndOpenIndoPacific #PhilippineSea #JointForce #FriendsPartnersAllies  : Mineman 1st Class Philip Dalton https://t.co/jcGlzBdZ2y,2022-04-12 02:46:57-04,jdh_harms,INDOPACOM,1,1,0.667,0,0.333,0.083,1,0.200,0.050,1,0.333,0.083,0,0.118,0.074,1,1,0.625,1,0.545,0.477,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0,
RT @INDOPACOM: #USSCharleston conducts a bilateral exercise with  #Navy frigate #FSVendémiaire while on a rotational deployment in the @US7thFleet area of operations. – #FreeAndOpenIndoPacific #PhilippineSea #JointForce #FriendsPartnersAllies  : Mineman 1st Class Philip Dalton https://t.co/jcGlzBdZ2y,2022-04-12 02:27:23-04,b001_steve,INDOPACOM,1,1,0.667,0,0.333,0.083,1,0.200,0.050,1,0.333,0.083,0,0.118,0.074,1,1,0.625,1,0.545,0.477,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0,
"ICYMI: Adm. Charles Richard and Gen. Park Inho, Republic of Korea Air Force Chief of Staff, met Tuesday to discuss how USSTRATCOM and our ROKAF #FriendsPartnersAllies can best deter regional threats and fulfill our shared commitment to a #FreeAndOpenIndoPacific.  #Assurance https://t.co/PcUTgb4Q8a",2022-04-12 02:19:00-04,IPDefenseForum,US_STRATCOM,1,1,0.733,0,0.167,0.167,0,0.067,0.100,0,0.111,0.111,1,0.294,0.235,1,1,0.699,0,0.364,0.295,1,1,0.767,0,0,0,1,0.077,0.038,1,0.267,0.100,1,0.333,0.333,1,0.193,0.180,1,0.188,0.109,0,0,0,1,0.250,0.125,
RT @INDOPACOM: #USSCharleston conducts a bilateral exercise with  #Navy frigate #FSVendémiaire while on a rotational deployment in the @US7thFleet area of operations. – #FreeAndOpenIndoPacific #PhilippineSea #JointForce #FriendsPartnersAllies  : Mineman 1st Class Philip Dalton https://t.co/jcGlzBdZ2y,2022-04-12 02:09:07-04,ShellyForce1,INDOPACOM,1,1,0.667,0,0.333,0.083,1,0.200,0.050,1,0.333,0.083,0,0.118,0.074,1,1,0.625,1,0.545,0.477,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0,
RT @INDOPACOM: #USSCharleston conducts a bilateral exercise with  #Navy frigate #FSVendémiaire while on a rotational deployment in the @US7thFleet area of operations. – #FreeAndOpenIndoPacific #PhilippineSea #JointForce #FriendsPartnersAllies  : Mineman 1st Class Philip Dalton https://t.co/jcGlzBdZ2y,2022-04-12 01:40:02-04,wadakashiho,INDOPACOM,1,1,0.667,0,0.333,0.083,1,0.200,0.050,1,0.333,0.083,0,0.118,0.074,1,1,0.625,1,0.545,0.477,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0,
RT @INDOPACOM: #USSCharleston conducts a bilateral exercise with  #Navy frigate #FSVendémiaire while on a rotational deployment in the @US7thFleet area of operations. – #FreeAndOpenIndoPacific #PhilippineSea #JointForce #FriendsPartnersAllies  : Mineman 1st Class Philip Dalton https://t.co/jcGlzBdZ2y,2022-04-12 01:31:48-04,ASsuuna1,INDOPACOM,1,1,0.667,0,0.333,0.083,1,0.200,0.050,1,0.333,0.083,0,0.118,0.074,1,1,0.625,1,0.545,0.477,1,1,0.683,0,0,0,0,0,0,1,0.200,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0,
"RT @USARPAC: @USArmy and @tni_ad soldiers worked together to complete a knowledge and endurance competition, March 20, 2022 #FriendsPartnersAllies @INDOPACOM https://t.co/1x76Yfhida",2022-04-12 01:12:15-04,seawolf19910411,USARPAC,1,1,0.725,1,0.667,0.458,1,0.667,0.350,1,0.481,0.417,1,0.294,0.162,1,1,0.681,1,0.545,0.409,1,1,0.733,0,0,0,1,0.154,0.038,1,0.200,0,0,0,0,1,0.158,0.079,0,0.062,0.016,0,0,0,1,0.333,0.125,
"RT @USARPAC: @USArmy and @tni_ad soldiers worked together to complete a knowledge and endurance competition, March 20, 2022 #FriendsPartnersAllies @INDOPACOM https://t.co/1x76Yfhida",2022-04-12 01:03:18-04,wadakashiho,USARPAC,1,1,0.725,1,0.667,0.458,1,0.667,0.350,1,0.481,0.417,1,0.294,0.162,1,1,0.681,1,0.545,0.409,1,1,0.733,0,0,0,1,0.154,0.038,1,0.200,0,0,0,0,1,0.158,0.079,0,0.062,0.016,0,0,0,1,0.333,0.125,
"RT @USARPAC: @USArmy and @tni_ad soldiers worked together to complete a knowledge and endurance competition, March 20, 2022 #FriendsPartnersAllies @INDOPACOM https://t.co/1x76Yfhida",2022-04-12 00:57:42-04,ruliharahap,USARPAC,1,1,0.725,1,0.667,0.458,1,0.667,0.350,1,0.481,0.417,1,0.294,0.162,1,1,0.681,1,0.545,0.409,1,1,0.733,0,0,0,1,0.154,0.038,1,0.200,0,0,0,0,1,0.158,0.079,0,0.062,0.016,0,0,0,1,0.333,0.125,
"RT @USARPAC: @USArmy and @tni_ad soldiers worked together to complete a knowledge and endurance competition, March 20, 2022 #FriendsPartnersAllies @INDOPACOM https://t.co/1x76Yfhida",2022-04-12 00:55:03-04,JMRamos1701D,USARPAC,1,1,0.725,1,0.667,0.458,1,0.667,0.350,1,0.481,0.417,1,0.294,0.162,1,1,0.681,1,0.545,0.409,1,1,0.733,0,0,0,1,0.154,0.038,1,0.200,0,0,0,0,1,0.158,0.079,0,0.062,0.016,0,0,0,1,0.333,0.125,
"RT @USARPAC: @USArmy and @tni_ad soldiers worked together to complete a knowledge and endurance competition, March 20, 2022 #FriendsPartnersAllies @INDOPACOM https://t.co/1x76Yfhida",2022-04-12 00:52:11-04,INDOPACOM,USARPAC,1,1,0.725,1,0.667,0.458,1,0.667,0.350,1,0.481,0.417,1,0.294,0.162,1,1,0.681,1,0.545,0.409,1,1,0.733,0,0,0,1,0.154,0.038,1,0.200,0,0,0,0,1,0.158,0.079,0,0.062,0.016,0,0,0,1,0.333,0.125,
Balikatan 2022: U.S. Air Force and Marines arrive at Subic Bay https://t.co/6k38cC4vHf via @YouTube,2022-04-12 21:19:35-04,DemocraticDaisy,,0,0,0,0,0.167,0.083,1,0.200,0.050,0,0.111,0.056,0,0.176,0.103,0,0.222,0.111,0,0.364,0.273,1,1,0.702,0,0,0,0,0,0,1,0.400,0.107,1,0.333,0.333,0,0.123,0.083,0,0.062,0.016,0,0,0,1,0.250,0.086,
"RT @BosesTiAmianan: 37th BALIKATAN Exercises 2022 sinimulan, 4 School Building itatayo https://t.co/n6AfiHTKvJ",2022-04-12 14:46:21-04,allannatividad8,BosesTiAmianan,1,1,0.683,0,0.167,0.083,0,0,0,0,0.111,0.056,0,0.235,0.118,1,1,0.653,0,0.455,0.318,1,1,0.667,0,0,0,0,0,0,1,0.200,5.115e-05,1,0.667,0.667,0,0.105,0.066,0,0.062,0.016,0,0,0,0,0.167,0.042,
"RT @BosesTiAmianan: 37th BALIKATAN Exercises 2022 sinimulan, 4 School Building itatayo https://t.co/n6AfiHTKvJ",2022-04-12 14:41:49-04,Gavino56117350,BosesTiAmianan,1,1,0.683,0,0.167,0.083,0,0,0,0,0.111,0.056,0,0.235,0.118,1,1,0.653,0,0.455,0.318,1,1,0.667,0,0,0,0,0,0,1,0.200,5.115e-05,1,0.667,0.667,0,0.105,0.066,0,0.062,0.016,0,0,0,0,0.167,0.042,
"USS Ashland, USS Miguel Keith Participate in Balikatan 2022 - US Pacific Fleet - https://t.co/5rai0G27Qr #GoogleAlerts",2022-04-12 13:25:52-04,flymcaa,,0,0,0,0,0.167,0.042,1,0.200,0.100,0,0.148,0.083,0,0.235,0.147,0,0.241,0.130,0,0.455,0.386,1,1,0.700,0,0,0,0,0,0,1,0.400,0.200,1,0.667,0.667,0,0.105,0.092,1,0.125,0.062,0,0,0,1,0.250,0.104,
"RT @BosesTiAmianan: 37th BALIKATAN Exercises 2022 sinimulan, 4 School Building itatayo https://t.co/n6AfiHTKvJ",2022-04-12 13:24:08-04,t_donabel,BosesTiAmianan,1,1,0.683,0,0.167,0.083,0,0,0,0,0.111,0.056,0,0.235,0.118,1,1,0.653,0,0.455,0.318,1,1,0.667,0,0,0,0,0,0,1,0.200,5.115e-05,1,0.667,0.667,0,0.105,0.066,0,0.062,0.016,0,0,0,0,0.167,0.042,
@MarkMinhNguyen @MarcKenLeBlanc @ymotooka @MagdaPapadoi @DKayakuda @Nausicaa4_ @SiBird3 @TrentTelenko LOL!   Must be why they want us to stay there.   https://t.co/80veQ39ADV,2022-04-12 06:54:31-04,RaptorOne9,MarkMinhNguyen,0,0,0,1,0.500,0.250,1,0.400,0.200,0,0.222,0.111,1,0.294,0.088,1,1,0.639,0,0.364,0.295,1,1,0.683,0,0,0,1,0.077,0.019,1,0.400,0.300,1,0.333,0.333,0,0.105,0.026,1,0.188,0.047,1,0.167,0.042,1,0.333,0.188,
@RaptorOne9 @MarcKenLeBlanc @ymotooka @MagdaPapadoi @DKayakuda @Nausicaa4_ @SiBird3 @TrentTelenko Better than US for sure.,2022-04-12 06:51:32-04,MarkMinhNguyen,RaptorOne9,0,0.078,0.036,1,0.667,0.208,0,0,0,0,0.259,0.139,0,0.176,0.059,0,0.056,0.028,0,0.182,0.182,0,0.067,0.017,1,0.027,0.007,1,0.077,0.019,0,0,0,1,0.333,0.333,0,0.105,0.026,0,0.062,0.016,0,0,0,0,0.167,0.062,
"RT @US7thFleet: USS Ashland, USS Miguel Keith Participate in Balikatan 2022 https://t.co/8Xc2uKZesS https://t.co/cUKVNid4Ez",2022-04-12 02:53:27-04,willans_nsx,US7thFleet,1,1,0.675,0,0.167,0.042,0,0,0,0,0.148,0.083,1,0.294,0.147,1,1,0.671,1,0.545,0.500,1,1,0.667,0,0,0,0,0,0,1,0.200,0,1,0.667,0.667,0,0.105,0.079,1,0.125,0.047,0,0,0,0,0.167,0.021,
https://t.co/yLUiUDM1Rp,2022-04-12 00:06:35-04,Eusebius64,,0,0,0,0,0,0,1,0.200,0.050,0,0,0,0,0,0,0,0.111,0.028,0,0.364,0.227,1,1,0.667,0,0,0,0,0,0,1,0.400,0.100,1,0.667,0.667,0,0,0,0,0,0,0,0,0,0,0.167,0.042,
"RT @INDOPACOM: A @PacificMarines #F35B Lightning II aircraft assigned to #VMFA121 conducts field carrier landing practices at Ie Shima Island, Okinawa, . #FreeAndOpenIndoPacific #Readiness    : Lance Cpl. Kyle Chan https://t.co/7dJvglnp33",2022-04-12 22:00:48-04,dinahforjustic4,INDOPACOM,1,1,0.683,1,0.500,0.167,0,0,0,0,0.222,0.083,0,0.235,0.162,1,1,0.653,0,0.455,0.386,1,1,0.683,0,0,0,0,0,0,1,0.200,0,0,0,0,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.042,
"RT @INDOPACOM: A @PacificMarines #F35B Lightning II aircraft assigned to #VMFA121 conducts field carrier landing practices at Ie Shima Island, Okinawa, . #FreeAndOpenIndoPacific #Readiness    : Lance Cpl. Kyle Chan https://t.co/7dJvglnp33",2022-04-12 22:00:29-04,MChelseagirl,INDOPACOM,1,1,0.683,1,0.500,0.167,0,0,0,0,0.222,0.083,0,0.235,0.162,1,1,0.653,0,0.455,0.386,1,1,0.683,0,0,0,0,0,0,1,0.200,0,0,0,0,0,0.105,0.105,1,0.125,0.078,0,0,0,0,0.167,0.042,
RT @INDOPACOM: #USSZumwalt steams through the #PacificOcean while underway conducting routine operations in the U.S. 3rd Fleet. #FreeAndOpenIndoPacific #Readiness    : MC1 Peter Burghart https://t.co/3TWAkgqwOk,2022-04-12 21:57:32-04,corsair_the,INDOPACOM,1,1,0.683,0,0.167,0.083,0,0,0,0,0.111,0.056,0,0.235,0.132,1,1,0.653,0,0.455,0.341,1,1,0.683,0,0,0,1,0.077,0.019,0,0,0,1,0.667,0.667,1,0.158,0.092,1,0.188,0.062,0,0,0,0,0.167,0.062,
"RT @SecDef: It was an honor to join @RajnathSingh, @DrSJaishankar &amp; @SecBlinken for a terrific U.S.-India 2+2 Ministerial. Our discussions reaffirmed that we're building one of the most consequential partnerships of our times, as we work together to sustain a #FreeandOpenIndoPacific.   https://t.co/Zj0xHgHwpE",2022-04-12 21:57:00-04,GonzaloGHin_,SecDef,1,1,0.750,1,0.556,0.333,1,0.333,0.200,1,0.630,0.361,1,0.392,0.255,1,1,0.681,1,0.485,0.417,1,1,0.767,0,0,0,0,0,0,0,0,0,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.111,0.125,
RT @INDOPACOM: #USSZumwalt steams through the #PacificOcean while underway conducting routine operations in the U.S. 3rd Fleet. #FreeAndOpenIndoPacific #Readiness    : MC1 Peter Burghart https://t.co/3TWAkgqwOk,2022-04-12 21:53:40-04,Spica_Elifia,INDOPACOM,1,1,0.683,0,0.167,0.083,0,0,0,0,0.111,0.056,0,0.235,0.132,1,1,0.653,0,0.455,0.341,1,1,0.683,0,0,0,1,0.077,0.019,0,0,0,1,0.667,0.667,1,0.158,0.092,1,0.188,0.062,0,0,0,0,0.167,0.062,
RT @INDOPACOM: #USSZumwalt steams through the #PacificOcean while underway conducting routine operations in the U.S. 3rd Fleet. #FreeAndOpenIndoPacific #Readiness    : MC1 Peter Burghart https://t.co/3TWAkgqwOk,2022-04-12 21:52:12-04,KatsuhikoTsuda,INDOPACOM,1,1,0.683,0,0.167,0.083,0,0,0,0,0.111,0.056,0,0.235,0.132,1,1,0.653,0,0.455,0.341,1,1,0.683,0,0,0,1,0.077,0.019,0,0,0,1,0.667,0.667,1,0.158,0.092,1,0.188,0.062,0,0,0,0,0.167,0.062,
RT @INDOPACOM: #USSZumwalt steams through the #PacificOcean while underway conducting routine operations in the U.S. 3rd Fleet. #FreeAndOpenIndoPacific #Readiness    : MC1 Peter Burghart https://t.co/3TWAkgqwOk,2022-04-12 21:51:34-04,Fernand39170590,INDOPACOM,1,1,0.683,0,0.167,0.083,0,0,0,0,0.111,0.056,0,0.235,0.132,1,1,0.653,0,0.455,0.341,1,1,0.683,0,0,0,1,0.077,0.019,0,0,0,1,0.667,0.667,1,0.158,0.092,1,0.188,0.062,0,0,0,0,0.167,0.062,
"RT @USPacificFleet: @USMC assigned to 3d Assault Amphibian Battalion, @1st_Marine_Div, conduct waterborne training aboard @USSMakinIsland.   : MC3 Eloise A. Johnson &amp; MCSN Kendra Helmbrecht @US3rdFleet #FreeandOpenIndoPacific #BlueGreenTeam #Readiness #Lethality https://t.co/H8yE6UkWan",2022-04-12 21:51:07-04,KatsuhikoTsuda,USPacificFleet,1,1,0.692,1,0.500,0.208,0,0,0,0,0.222,0.111,0,0.235,0.162,1,1,0.667,1,0.576,0.439,1,1,0.683,1,0.054,0.014,1,0.077,0.019,1,0.200,0,1,0.333,0.333,1,0.211,0.145,1,0.188,0.078,0,0,0,1,0.250,0.083,
RT @INDOPACOM: #USSZumwalt steams through the #PacificOcean while underway conducting routine operations in the U.S. 3rd Fleet. #FreeAndOpenIndoPacific #Readiness    : MC1 Peter Burghart https://t.co/3TWAkgqwOk,2022-04-12 21:46:33-04,akiba2013,INDOPACOM,1,1,0.683,0,0.167,0.083,0,0,0,0,0.111,0.056,0,0.235,0.132,1,1,0.653,0,0.455,0.341,1,1,0.683,0,0,0,1,0.077,0.019,0,0,0,1,0.667,0.667,1,0.158,0.092,1,0.188,0.062,0,0,0,0,0.167,0.062,
RT @INDOPACOM: #USSZumwalt steams through the #PacificOcean while underway conducting routine operations in the U.S. 3rd Fleet. #FreeAndOpenIndoPacific #Readiness    : MC1 Peter Burghart https://t.co/3TWAkgqwOk,2022-04-12 21:45:39-04,BarryRush7987,INDOPACOM,1,1,0.683,0,0.167,0.083,0,0,0,0,0.111,0.056,0,0.235,0.132,1,1,0.653,0,0.455,0.341,1,1,0.683,0,0,0,1,0.077,0.019,0,0,0,1,0.667,0.667,1,0.158,0.092,1,0.188,0.062,0,0,0,0,0.167,0.062,
RT @zhiyitw33: 美国防部长奥斯汀： 很荣幸能与印度国防部长辛格@RajnathSingh、外长苏杰生@DrSJaishankar 和布林肯国务卿一起，参加精彩的美-印 2+2 部长级会议。 我们的讨论重申了我们正在建立一个我们这个时代最重要的合作伙伴关系，因为我们要共同努力维持自由开放的印太地区 #FreeandOpenIndoPacific。  https://t.co/4yPED2ll7U,2022-04-12 21:43:46-04,VF9cgDcWd2BwmnP,zhiyitw33,1,1,0.667,0,0.333,0.083,0,0,0,0,0.111,0.028,0,0.118,0.074,1,1,0.625,1,0.545,0.409,1,1,0.678,0,0,0,0,0,0,1,0.200,0.034,1,0.333,0.333,0,0.053,0.053,0,0,0,0,0,0,0,0.083,0.014,
